Ma_sp,Ten_sp,Gia,Xuat_xu,Nong_do,Dung_tich,Giong_nho,Mau_sac,Loai_ruou,Thuong_hieu,Vung_lam_vang
VNADT-398,Rượu Vang Viva Corsica Reserve,398.000,"Pháp
","13 %
","750 ML
",Sciacarello,Đỏ ruby,Rượu Vang Hồng,Viva Corsica,
VNCIE-1550,Rượu Vang Vivaldi Amarone Della Valpolicella,1.550.000,"Ý
","15.5 %
","750 ML
","Corvina,Rondinella,Corvinone",,Rượu Vang Amarone,Vivaldi,Veneto
VNMH8-660,Rượu Vang Vivia M Le Mortelle Maremma,660.000,"Ý
","12 %
","750 ML
","Vermentino,Viognier", Trắng,Rượu vang trắng,: Le Mortelle,Tuscany
VNTL3-228,Rượu Vang Vuela Cabernet Sauvignon,228.000,"Chile
","14 %
","750 ML
",Cabernet Sauvignon,,Rượu vang Đỏ,,Central Valley
VNTK-866,Rượu Vang Warre’s Heritage Ruby Tawny Port,866.000,"Bồ Đào Nha
","19 %
","750 ML
",": Tinta Cão, Tinta Francisca, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",Đỏ đậm ,Rượu Vang Đỏ,Warre’s, Porto
VNTK-1780,Rượu Vang Warre’s Otima 10 Years Old Tawny Port,1.780.000,"Bồ Đào Nha
","20 %
","500 ML
",": Touriga Nacional, Touriga Francesa, Tinta Barroca",Đỏ đậm ,Rượu Vang Đỏ,Warre’s, Porto
VNTK-3080,Rượu Vang Warre’s Otima 20 Years Old Tawny Port,3.080.000,"Bồ Đào Nha
","20 %
","500 ML
",": Touriga Nacional, Touriga Francesa, Tinta Barroca",Hổ phách sâu ,Rượu Vang Đỏ,Warre’s, Porto
VNTK-1140,Rượu Vang Warre’s Warrior Special Reserve,1.140.000,"Bồ Đào Nha
","20 %
","750 ML
",": Touriga Nacional, Touriga Francesa, Tinta Barroca",Đỏ đậm ,Rượu Vang Đỏ,Warre’s, Porto
VNHM2-690,Rượu Vang Wente Beyer Ranch Zinfandel,690.000,"Mỹ
","14.5 %
","750 ML
",Zinfandel,,Rượu Vang Đỏ,Wente,California
VNHM-1450,Rượu Vang Wente Charles Wetmore Vineyard Cabernet Sauvignon,1.450.000,"Mỹ
","13.5 %
","750 ML
",Cabernet Sauvignon,,Rượu Vang Đỏ,Wente,California
VNHM5-690,Rượu Vang Wente Louis Mel Sauvignon Blanc,690.000,"Mỹ
","13.5 %
","750 ML
",Sauvignon Blanc,,Rượu Vang Trắng,,California
VNHM3-690,Rượu Vang Wente Southern Hills Cabernet Sauvignon,690.000,"Mỹ
","13.5 %
","750 ML
",Cabernet Sauvignon,,Rượu Vang Đỏ,Wente,California
VNHM-5800,Rượu Vang Wente The Nth Degree,5.800.000,"Mỹ
","14.5 %
","750 ML
","Cabernet Sauvignon,Petit Verdot,Malbec",,Rượu Vang Đỏ,Wente,California
VNYW-403,Rượu Vang Whistling Duck Shiraz,403.000,"ÚC
","14 %
","750 ML
",Shiraz,Đỏ ruby,Rượu Vang Đỏ,Whistling Duck, New South Wales
VNHM3-1950,Rượu Vang Wind Racer Chardonnay,2.850.000,"Mỹ
","13.5 %
","750 ML
",Chardonnay,,Rượu Vang Trắng,Wind Racer,"
"
VNWH2 - 650,Rượu Vang Wirra Wirra Adelaide Cabernet Sauvignon,635.000,"ÚC
","14.5 %
","750 ML
",Cabernet Sauvignon, Đỏ tươi,Rượu Vang Đỏ,Wirra Wirra,: McLaren Vale
VNWH1 - 950,Rượu Vang Wirra Wirra Original Blend,915.000,"ÚC
","14.5 %
","750 ML
","Grenache,Shiraz", Màu đỏ đậm ánh tím,Rượu vang đỏ,Wirra Wirra, Mclaren Vale
VNWH - 2499,Rượu Vang Wirra Wirra RSW Shiraz McLaren Vale,1,"ÚC
","14.5 %
","750 ML
",Shiraz, Màu đỏ đậm,Rượu vang đỏ,Wirra Wirra, McLaren Vale
VNYW-516,Rượu Vang Wolfberger Riesling Signature,516.000,"Pháp
","12.3 %
","750 ML
",Riesling,Vàng rơm,Rượu Vang Trắng,Wolfberger,Alsace
VNWH1 - 795,Rượu Vang Woodstock Cabernet Sauvignon,1,"ÚC
","14 %
","750 ML
",Cabernet Sauvignon, Đỏ ruby,Rượu vang đỏ, Woodstock, Mclaren Vale
VNPV-1751,Rượu Vang Wynns Cabernet Sauvignon Black Label,1.576.000,"ÚC
","14 %
","750 ML
",Cabernet Sauvignon,,Rượu vang đỏ,Wynns,: Coonawarra
VNPV1-5036,Rượu Vang Wynns John Riddoch Limited Cabernet Sauvignon,4.533.000,"ÚC
","14 %
","750 ML
",Cabernet Sauvignon,,Rượu vang đỏ,Wynns,: Coonawarra
,Rượu Vang Xi Măng Le Argille Cabernet Di Cabernet,1.650.000,"Ý
","15 %
","750 ML
","Cabernet Sauvignon,Cabernet Franc", Màu đỏ,Rượu Vang Đỏ,47 Anno Domini,Veneto
VNNEIR-450,Rượu Vang Ý 12 E Mezzo Malvasia,405.000,"Ý
","12.5 %
","750 ML
",Malvasia Bianca, Màu vàng rơm,Rượu Vang Trắng,Varvaglione 1921,Puglia
VNBMF1-828,Rượu Vang Ý 40 Quaranta Primitivo Puglia,828.000,"Ý
","15 %
","750 ML
",Primitivo, Đỏ ruby,Rượu Vang Đỏ,Quaranta,Puglia
VNDL-3702,Rượu Vang Ý Allegrini Amarone Classico,3.677.000,"Ý
","15 %
","750 ML
","Corvina,Rondinella,Corvinone,Oseleta", Đỏ đậm,Rượu Vang Đỏ,Allegrini,Veneto
VNDL-544,Rượu Vang Ý Allegrini Corte Giara Bardolino,529.000,"Ý
","14 %
","750 ML
","Corvina,Rondinella,Molinara", Đỏ ruby,Rượu Vang Đỏ,Allegrini,Veneto
VNDL-688,Rượu Vang Ý Allegrini Corte Giara Valpolicella,658.000,"Ý
","14 %
","750 ML
","Corvina,Rondinella", Đỏ ruby,Rượu Vang Đỏ,Allegrini,Veneto
VNPV1-927,Rượu Vang Ý Alois Lageder Sudtirol Gewurztraminer,835.000,"Ý
","13.5 %
","750 ML
",Gewurztraminer, Vàng rơm,Rượu Vang Trắng,Alois Lageder,: Trentino – Alto Adige
VNPV-927,Rượu Vang Ý Alois Lageder Sudtirol Pinot Noir,835.000,"Ý
","11.5 %
","750 ML
",Pinot Noir, Đỏ ruby,Rượu Vang Đỏ,Alois Lageder,: Trentino – Alto Adige
VNWH - 6500,Rượu Vang Ý Antinori Guado Al Tasso,1,"Ý
","14.5 %
","750 ML
","Carbernet Sauvignon,Carbernet Franc", Đỏ ruby,Rượu Vang Đỏ,Antinori,Tuscany
VNWH-1350,Rượu Vang Ý Antinori IL Bruciato Bolgheri,1,"Ý
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot,Syrah", Đỏ ruby,Rượu Vang Đỏ,Antinori,Tuscany
VNWH- 950,Rượu Vang Ý Antinori Peppoli Estate Chianti Classico,1,"Ý
","13 %
","750 ML
","Sangiovese,Merlot",,Rượu vang đỏ,Antinori,Tuscany
VNWH- 595,Rượu Vang Ý Antinori Sabazio Rosso Di Montepulciano,570.000,"Ý
","13.5 %
","750 ML
","Merlot,Sangiovese", Đỏ,Rượu vang đỏ,Antinori,: Rosso di Montepulciano
VNWH-475,Rượu Vang Ý Antinori Santa Cristina Rosato Toscana,475.000,"Ý
","12.5 %
","750 ML
","Sangiovese,Merlot", Hồng,Rượu vang hồng,Antinori,Tuscany
VNWH2-550,Rượu Vang Ý Antinori Villa Antinori Bianco,1,"Ý
","13 %
","750 ML
","Chardonnay,Trebbiano", Vàng rơm,Rượu vang trắng,Marchesi Antinori,Tuscany
VNDL2-790,Rượu Vang Ý Argiolas Costera,729.000,"Ý
","14 %
","750 ML
",Carignan, Màu đỏ ruby,Rượu vang đỏ, Argiolas, Cannonau Di Sardegna
VNDL10-690,Rượu Vang Ý Argiolas Perdera,639.000,"Ý
","14 %
","750 ML
",Carignan, Màu đỏ đậm,Rượu vang đỏ, Argiolas,Monica Di Sardegna
VNPV-1450,Rượu Vang Ý Banfi Aska Bolgheri Rosso,1.305.000,"Ý
","14 %
","750 ML
","Cabernet Franc,Cabernet Sauvignon",: Đỏ ruby,Rượu Vang Đỏ,Banfi,Tuscany
VNPV1-566,Rượu Vang Ý Banfi Col Di Sasso Toscana,510.000,"Ý
","12.5 %
","750 ML
","Cabernet Sauvignon,Sangiovese",: Đỏ,Rượu Vang Đỏ,Banfi,Tuscany
VNPV2-514,Rượu Vang Ý Banfi Collepino Toscana,463.000,"Ý
","13.5 %
","750 ML
","Merlot,Sangiovese",: Đỏ sáng,Rượu Vang Đỏ,Banfi,Tuscany
VNPV1-448,Rượu Vang Ý Banfi Placido Chianti,404.000,"Ý
","13 %
","750 ML
",Sangiovese,: Đỏ,Rượu Vang Đỏ,Banfi,Tuscany
,Rượu Vang Ý Barbanera Toscana Sangiovese,1,"Ý
","13 %
","750 ML
",Sangiovese,,Rượu Vang Đỏ,,Tuscany
VNPV-1228,Rượu Vang Ý Barone Ricasoli Bolgheri DOC,1.106.000,"Ý
","14 %
","750 ML
",Sangiovese,,Rượu Vang Đỏ,Barone Ricasoli,Tuscany
VNPV-1400,Rượu Vang Ý Barone Ricasoli Brolio Riserva,1.260.000,"Ý
","14 %
","750 ML
",Sangiovese, Đỏ,Rượu Vang Đỏ,Barone Ricasoli,Tuscany
VNPV-2454,Rượu Vang Ý Barone Ricasoli Castello Di Brolio,2.209.000,"Ý
","14 %
","750 ML
",Sangiovese,: Đỏ,Rượu Vang Đỏ,Barone Ricasoli,Tuscany
VNPV-1238,Rượu Vang Ý Barone Ricasoli Rocca Guicciarda,1.115.000,"Ý
","13.5 %
","750 ML
","Cabernet Sauvignon,Merlot,Sangiovese",: Đỏ,Rượu Vang Đỏ,Barone Ricasoli,Tuscany
VNPV-1007,Rượu Vang Ý Barone Ricasoli Torricella,907.000,"Ý
","13 %
","750 ML
","Chardonnay,Sauvigon Blanc",: Vàng nhạt,Rượu Vang Trắng,Barone Ricasoli,Tuscany
VNPV-1207,Rượu Vang Ý Batzella Pean Bolgheri,1.087.000,"Ý
","14.5 %
","750 ML
","Cabernet Franc,Cabernet Sauvignon",: Đỏ,Rượu Vang Đỏ,: Batzella,Tuscany
VNDL-5000,Rượu Vang Ý Bertani Amarone Classico,4.599.000,"Ý
","15 %
","750 ML
","Corvina,Rondinella ", Đỏ ruby,Rượu Vang Đỏ,Bertani,Veneto
VNDL1-2089,Rượu Vang Ý Bertani Amarone Valpantena,1.929.000,"Ý
","15.5 %
","750 ML
","Corvina,Rondinella", Màu đỏ ruby,Rượu vang đỏ,Bertani,Veneto
VNDL1-1238,Rượu Vang Ý Bertani Recioto Della Valpolicella,1.238.000,"Ý
","13 %
","500 ML
","Corvina,Rondinella", Đỏ ánh tím,Rượu Vang Ngọt,Bertani,Veneto
VNDL-988,Rượu Vang Ý Bertani Ripasso Valpolicella,938.000,"Ý
","13.5 %
","750 ML
","Merlot,Rondinella", Màu đỏ ruby,Rượu vang đỏ,Bertani,Veneto
VNDL-1182,Rượu Vang Ý Bertani Secco Vintage Edition,1.082.000,"Ý
","13.5 %
","750 ML
","Corvina,Sangiovese,Syrah,Cabernet  Sauvignon", Màu đỏ ruby,Rượu vang đỏ,Bertani,Veneto
VNDL-938,Rượu Vang Ý Bertani Soave Vintage,891.000,"Ý
","13 %
","750 ML
",Trebbiano,,Rượu Vang Trắng,Bertani,Veneto
VNDL1-769,Rượu Vang Ý Bertani Valpolicella,749.000,"Ý
","14 %
","750 ML
","Corvina,Rondinella", Đỏ đậm,Rượu Vang Đỏ,Bertani,Veneto
VNHD-625,Rượu Vang Ý Bontadini Toscana Rosso,625.000,"Ý
","14.5 %
","750 ML
",Sangiovese,Đỏ ruby,Rượu Vang Đỏ,Bontadini,Toscana
VNPV7-453,Rượu Vang Ý Bottega Fragolino Rose,408.000,"Ý
","10 %
","750 ML
",Blend,,Rượu Vang Nổ,Bottega,Veneto
VNWH- 1425,Rượu Vang Ý Ca Maiol Negresco Vino Rosso,1,"Ý
","13.5 %
","750 ML
","Barbera,Sangiovese", Đỏ ruby,Rượu Vang Đỏ,: Ca Maiol,Veneto
VNPV6-406,Rượu Vang Ý Canapi Grillo Sicilia,366.000,"Ý
","13.5 %
","750 ML
",: Grillo,: Vàng nhạt,Rượu Vang Trắng,: Wine People, Sicilia
VNPV-406,Rượu Vang Ý Canapi Nero D’Avola Sicilia,366.000,"Ý
","13.5 %
","750 ML
",Nero D’Avola,: Đỏ,Rượu Vang Đỏ,: Wine People,: Sicilia
VNPV-827,Rượu Vang Ý Cantine De Falco ARTIGLIO,745.000,"Ý
","12.5 %
","750 ML
",Chardonnay, Vàng rơm,Rượu Vang Trắng,Cantine De Falco,Puglia
VNPV3-540,Rượu Vang Ý Cantine De Falco Chardonnay Salento,486.000,"Ý
","12 %
","750 ML
",Chardonnay, Xanh nhạt,Rượu Vang Trắng,Cantine De Falco,Puglia
VNPV-540,Rượu Vang Ý Cantine De Falco Negroamaro,486.000,"Ý
","13 %
","750 ML
",Negroamaro,: Đỏ,Rượu Vang Đỏ,Cantine De Falco,Puglia
VNDL-744,Rượu Vang Ý Carpineto Chianti Classico,699.000,"Ý
","13 %
","750 ML
",Sangiovese, Đỏ ruby,Rượu Vang Đỏ,Carpineto,Tuscany
VNDL-1117,Rượu Vang Ý Carpineto Chianti Classico Riserva,1.027.000,"Ý
","13.5 %
","750 ML
",Sangiovese, Đỏ ruby,Rượu Vang Đỏ,Carpineto,Tuscany
VNDL1-1219,Rượu Vang Ý Carpineto Farnito Toscana,1.090.000,"Ý
","14 %
","750 ML
",Cabernet Sauvignon, Đỏ ruby,Rượu Vang Đỏ,Carpineto,Tuscany
VNDL2-1595,Rượu Vang Ý Carpineto Molin Vecchio,1.435.000,"Ý
","14 %
","750 ML
","Sangiovese,Cabernet Sauvignon,Syrah",,Rượu vang đỏ,Carpineto,Tuscany
VNDL1-2942,Rượu Vang Ý Carpineto Poggio Sant’Enrico,2.794.000,"Ý
","14 %
","750 ML
",Sangiovese,,Rượu vang đỏ,Carpineto,Tuscany
VNPV-1157,Rượu Vang Ý Castello Banfi Poggio Alle Mura,1.042.000,"Ý
","14 %
","750 ML
",Sangiovese, Đỏ,Rượu Vang Đỏ,Banfi,Tuscany
VNNEIR-1400,Rượu Vang Ý CHICCA Primitivo Di Manduria,1.320.000,"Ý
","19 %
","750 ML
",Primitivo, Màu đỏ ruby,Rượu Vang Đỏ,Varvaglione 1921,Puglia
VNMH-920,Rượu Vang Ý Crognolo Toscana,920.000,"Ý
","14 %
","750 ML
","Cabernet Sauvignon,Merlot,Sangiovese", Đỏ ruby,Rượu Vang Đỏ,Tenuta Sette Ponti,Tuscany
VNWH1- 1200,Rượu Vang Ý Donnafugata Angheli Sicilia,1,"Ý
","14 %
","750 ML
","Cabernet Sauvignon,Merlot",,Rượu vang đỏ,Donnafugata,: Terre Siciliane
VNWH - 876,Rượu Vang Ý Donnafugata Lighea,850.000,"Ý
","12.5 %
","750 ML
",: Zibibbo (Muscat of Alexandria), Vàng rơm,Rượu vang trắng,Donnafugata,: Sicily
VNVY2-590,Rượu Vang Ý Duca Di Poggioreale Merlot 2005,590.000,"Ý
","14.5 %
","750 ML
",Merlot,Đỏ ruby,Rượu Vang Đỏ,,: Sicilia
VNVY1-590,Rượu Vang Ý Duca Di Poggioreale Syrah,590.000,"Ý
","14.5 %
","750 ML
",Syrah,Đỏ ruby,Rượu Vang Đỏ,Duca Di Poggioreale,: Sicilia
VNMH2-1350,Rượu Vang Ý Edizione Cinque Autoctoni Farnese,1.280.000,"Ý
","14 %
","750 ML
","Montepulciano,Primitivo,Sangiovese,Negroamaro,Malvasia Nera", Đỏ ruby ánh tím,Rượu Vang Đỏ,Farnese,Puglia
VNVC2-4400,Rượu Vang Ý Fattoria Le Pupille Saffredi,4.400.000,"Ý
","14.5 %
","750 ML
","Cabernet Sauvignon,Merlot,Petit Verdot",Đỏ ruby,Rượu Vang Đỏ,Fattoria Le Pupille,Tuscany
VNMH-2760,Rượu Vang Ý Flaccianello Della Pieve,2.750.000,"Ý
","14.5 %
","750 ML
",Sangiovese, Màu đỏ ruby,Rượu vang đỏ, Fontodi,Tuscany
VNVY-1250,Rượu Vang Ý Florentina Toscana,1.250.000,"Ý
","14 %
","750 ML
",Sangiovese,Đỏ ruby,Rượu Vang Đỏ,Florentina,Toscana
,Rượu Vang Ý Florentino Puglia,450.000,"Ý
","14 %
","750 ML
","Negroamaro,Sangiovese",,Rượu vang Đỏ,,Puglia
VNMH2-640,Rượu Vang Ý Frescobaldi Attems Pinot Grigio,640.000,"Ý
","12.5 %
","750 ML
",Pinot Grigio, Màu vàng rơm,Rượu vang trắng,Frescobaldi,Friuli – Vanezia Giulia  
VNMH1-2150,Rượu Vang Ý Frescobaldi Castelgiocondo Lamaione,2.150.000,"Ý
","14.5 %
","750 ML
",Merlot,,Rượu vang đỏ,: ,: Tuscany
VNMH-2400,Rượu Vang Ý Frescobaldi Nipozzano Mormoreto,2.400.000,"Ý
","14 %
","750 ML
","Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot",,Rượu vang đỏ,Frescobaldi,Tuscany
VNMH4-420,Rượu Vang Ý Frescobaldi Remole Toscana Bianco,420.000,"Ý
","12 %
","750 ML
","Vermentino,Trebbiano", Màu vàng rơm ánh xanh lá,Rượu vang trắng,Frescobaldi,Tuscany
VNTK-8267,Rượu Vang Ý Gaja Barbaresco,8.267.000,"Ý
","13 %
","750 ML
",Nebbiolo,Đỏ ruby,Rượu Vang Đỏ,Gaja,Piedmont
VNPV-9837,Rượu Vang Ý Gaja Conteisa Langhe,8.854.000,"Ý
","13.5 %
","750 ML
",Nebbiolo,: Đỏ,Rượu Vang Đỏ,Piedmont,Gaja
VNTL-1640,Rượu Vang Ý Gianni Gagliardo Barolo,1.700.000,"Ý
","14.5 %
","750 ML
",Nebbiolo,,Rượu vang đỏ,: Gianni Gagliardo,: Barolo
VNTL-5904,Rượu Vang Ý Gianni Gagliardo Barolo Cannubi,1,"Ý
","14.5 %
","750 ML
",Nebbiolo, Đỏ ruby,Rượu Vang Đỏ,: Gianni Gagliardo,: Barolo
VNTL-3874,Rượu Vang Ý Gianni Gagliardo Barolo Preve,3.345.000,"Ý
","14.5 %
","750 ML
",Nebbiolo, Đỏ thắm có ánh cam,Rượu Vang Đỏ,: Gianni Gagliardo,: Barolo
,Rượu Vang Ý Gran Appasso Puglia Rosso,1,"Ý
","14.5 %
","750 ML
",Negroamaro,,Rượu Vang Đỏ,Gran Appasso,Puglia
VNTH-12500,Rượu Vang Ý Icon Hill,12.500.000,"Ý
","14 %
","750 ML
",Merlot, Đỏ đậm,Rượu Vang Đỏ,Burgenland,
VNPV1-467,Rượu Vang Ý Indesio Pinot Grigio,421.000,"Ý
","12 %
","750 ML
",Pinot Grigio, Màu vàng chanh,Rượu vang trắng, Wine People,Veneto
VNPV2-354,Rượu Vang Ý Indesio Shiraz Sicilia,319.000,"Ý
","13.5 %
","750 ML
",Shiraz, Màu đỏ đậm,Rượu vang đỏ, Indesio, Sicilia
VNMH7-910,Rượu Vang Ý Insoglio Toscana,900.000,"Ý
","14 %
","750 ML
","Cabernet,Merlot,Cabernet Franc", Đỏ ruby,Rượu Vang Đỏ,Insoglio,Tuscany
AAV-643,Rượu Vang Ý IRIS Negroamaro – Primitivo Cantine San Pancrazio,735.000,"Ý
","14.5 %
","750 ML
","Negroamaro,Primitivo", Màu đỏ ruby,Rượu Vang Đỏ,,Puglia
VNMH-1820,Rượu Vang Ý Le Serre Nuove Dell’Ornellaia,1.650.000,"Ý
","14 %
","750 ML
","Merlot,Cabernet Sauvignon,Petit Verdot,Cabernet Franc", Đỏ ruby,Rượu Vang Đỏ, Bolgheri,Tuscany
VNMH-910,Rượu Vang Ý Le Volte Dell’Ornellaia,830.000,"Ý
","14 %
","750 ML
","Merlot,Cabernet Sauvignon,Sangiovese", Đỏ ruby,Rượu Vang Đỏ, Ornellaia,Tuscany
VNWP-920,Rượu Vang Ý Lingone Negroamaro,920.000,"Ý
","15 %
","750 ML
",Negroamaro,Đỏ ruby,Rượu Vang Đỏ,: Feudoro,Puglia
VNPV-1224,Rượu Vang Ý Livio Felluga Chardonnay,1.102.000,"Ý
","12 %
","750 ML
",Chardonnay, Vàng rơm,Rượu Vang Trắng,Livio Felluga,: Friuli Venezia Giulia
VNPV2-976,Rượu Vang Ý Livio Felluga Sharis,879.000,"Ý
","12.5 %
","750 ML
",Chardonnay, Màu vàng sáng,Rượu vang trắng,Livio Felluga,: Friuli Venezia Giulia
VNPV-2278,Rượu Vang Ý Livio Felluga Sosso,2.051.000,"Ý
","14 %
","750 ML
",Merlot, Đỏ ruby,Rượu Vang Đỏ,Livio Felluga,: Friuli Venezia Giulia
VNPV1-976,Rượu Vang Ý Livio Felluga Vertigo,879.000,"Ý
","13 %
","750 ML
","Cabernet Sauvignon,Merlot", Màu đỏ ánh tím,Rượu Vang Đỏ,Livio Felluga,
VNMH-10000,Rượu Vang Ý Lodovico Tuscany,10.000.000,"Ý
","15 %
","750 ML
","Cabernet Franc,Petit Verdot",,Rượu vang đỏ,: Tentuta Di Biserno,Tuscany
VNPV-718,Rượu Vang Ý Masi Bonacosta Valpolicella Classico,647.000,"Ý
","12 %
","750 ML
","Corvina,Molinara,Rondinella", Đỏ,Rượu Vang Đỏ,Masi,Veneto
VNPV-834,Rượu Vang Ý Masi Campofiorin,751.000,"Ý
","13 %
","750 ML
","Cabernet Sauvignon,Nebbiolo,Sangiovese,Corvina,Rondinella,Molinara", Màu đỏ ruby,Rượu vang đỏ,Masi,Veneto
VNPV-2649,Rượu Vang Ý Masi Costasera Amarone Classico,2.385.000,"Ý
","15 %
","750 ML
","Corvina,Corvinone,Rondinella", ,Rượu Vang Amarone,,Veneto
VNPV1-612,Rượu Vang Ý Masi Levarie Soave,551.000,"Ý
","12 %
","750 ML
",Trebbiano, Màu vàng nhạt có chút xanh,Rượu Vang Trắng ,,Veneto
VNPV1-528,Rượu Vang Ý Masi Modello Delle Venezie Bianco,476.000,"Ý
","12 %
","750 ML
",Pinot Grigio, Vàng rơm,Rượu Vang Trắng,Masi,Veneto
VNMH-26200,Rượu Vang Ý Masseto Toscana,1,"Ý
","14.5 %
","750 ML
",Merlot, Đỏ ruby,Rượu Vang Đỏ,  Masseto,Tuscany
VNPV-449,Rượu Vang Ý Mastroberardino Fiano Di Avellino,405.000,"Ý
","12.5 %
","375 ML
"," Coda Di Volpe, Fiano, Bianco", Xanh nhạt,Rượu Vang Trắng,Mastroberardino, Campania
VNPV-921,Rượu Vang Ý Mastroberardino Greco Di Tufo,829.000,"Ý
","13.5 %
","750 ML
",Chardonnay, Vàng rơm,Rượu Vang Trắng,Mastroberardino,: Campania
VNPV-1708,Rượu Vang Ý Mastroberardino Radici Taurasi,1.538.000,"Ý
","14 %
","750 ML
",Aglianico,: Đỏ,Rượu Vang Đỏ,Mastroberardino,: Campania
VNTL-1602,Rượu Vang Ý Mastrojanni Brunello Di Montalcino,1.350.000,"Ý
","14.5 %
","750 ML
",Sangiovese, Màu đỏ ruby,Rượu vang đỏ, Mastrojanni,Tuscany
VNTL-987,Rượu Vang Ý Mastrojanni San Pio,860.000,"Ý
","13.5 %
","750 ML
","Sangiovese,Cabernet Sauvignon", Màu đỏ ruby,Rượu vang đỏ, Mastrojanni,Tuscany
,Rượu Vang Ý Menegolli Primitivo Puglia,1,"Ý
","18.5 %
","750 ML
",Primitivo, Đỏ ruby,Rượu Vang Đỏ,: Menegolli,Puglia
VNMH8-360,Rượu Vang Ý Mezzacorona Pinot Noir,360.000,"Ý
","13 %
","750 ML
",Pinot Noir,Đỏ ruby,Rượu Vang Đỏ,,: Trentino – Alto Adige
VNDL-3824,Rượu Vang Ý Michele Chiarlo Barolo Cannubi,1,"Ý
","14 %
","750 ML
",Nebbiolo, Đỏ ruby đậm,Rượu Vang Đỏ,Michele Chiarlo,Piedmont
VNDL-2232,Rượu Vang Ý Michele Chiarlo Barolo Tortoniano,2.150.000,"Ý
","14 %
","750 ML
",Nebbiolo,,Rượu Vang Đỏ,Michele Chiarlo,Piedmont
VNPV1-1432,Rượu Vang Ý Miklus Collio Sauvignon,1.289.000,"Ý
","13.5 %
","750 ML
",Sauvignon Blanc, Vàng rơm,Rượu Vang Trắng,: Miklus,: Friuli Venezia Giulia
VNYV-835,Rượu Vang Ý Monteverdi Negroamaro Puglia,835.000,"Ý
","14.5 %
","750 ML
",Negroamaro,Màu đỏ đậm,Rượu Vang Đỏ,,Puglia
VNVY-910,Rượu Vang Ý Nardelli 1963,910.000,"Ý
","15 %
","750 ML
","Merlot,Cabernet Sauvignon",Đỏ ruby,Rượu Vang Đỏ,,Puglia
VNMH-2350,Rượu Vang Ý Oreno Toscana,2.215.000,"Ý
","14.5 %
","750 ML
","Merlot,Cabernet Sauvignon,Petit Verdot", Đỏ ruby,Rượu Vang Đỏ,Tenuta Sette Ponti,Tuscany
VNMH1-2350,Rượu Vang Ý Orma Toscana,2.345.000,"Ý
","14.5 %
","750 ML
","Merlot,Cabernet Sauvignon,Cabernet Franc", Đỏ ruby,Rượu Vang Đỏ,Orma,Tuscany
VNMH-5810,Rượu Vang Ý Ornellaia Bolgheri Superiore,5.280.000,"Ý
","14 %
","750 ML
","Cabernet Sauvignon,Merlot,Cabernet  Franc,Petit Verdot", Đỏ ruby,Rượu Vang Đỏ, Bolgheri,Tuscany
VNPE-624,Rượu Vang Ý Passaia Toscana,624.000,"Ý
","14 %
","750 ML
","Merlot,Sangiovese", Đỏ ruby,Rượu Vang Đỏ,: Passaia,Tuscany
VNAV1-1500,Rượu Vang Ý Passione D’Italia,1.500.000,"Ý
","15 %
","750 ML
",Negroamaro,Đỏ ruby,Rượu Vang Đỏ,,"
"
VNMH1-930,Rượu Vang Ý Pelissero Long Now Langhe,930.000,"Ý
","13.5 %
","750 ML
","Nebbiolo,Barbera", Đỏ đậm ánh tím,Rượu Vang Đỏ,: Pelissero,: Langhe – Piemonte
VNMH1-480,Rượu Vang Ý Pelissero Moscato D’Asti,480.000,"Ý
","5.5 %
","750 ML
",Moscato, Vàng rơm,Rượu Vang Trắng,: Pelissero,: Piemonte
VNPV-476,Rượu Vang Ý Pemo Montepulciano D’Abruzzo,429.000,"Ý
","13 %
","750 ML
",Montepulciano,: Đỏ,Rượu Vang Đỏ, Wine People,Abruzzo
VNPV1-476,Rượu Vang Ý Pemo Pecorino Terre Di Chieti,429.000,"Ý
","13 %
","750 ML
",: Pecorino, Vàng rơm,Rượu Vang Trắng,: Wine People,: 
VNBMF1-390,Rượu Vang Ý Piccini Collezione Oro Chianti Superiore,390.000,"Ý
","13 %
","750 ML
","Sangiovese,Cabernet Sauvignon",Đỏ ruby,Rượu Vang Đỏ,Piccini, Chianti
VNPV1-3208,Rượu Vang Ý Pio Cesare Barolo,2.655.000,"Ý
","14 %
","750 ML
",Nebbiolo,,Rượu Vang Đỏ,Pio Cesare,Piedmont
VNPV-1776,Rượu Vang Ý Pio Cesare Fides Barbera D’Alba,1.599.000,"Ý
","14 %
","750 ML
",Barbera,: Đỏ đậm,Rượu Vang Đỏ,Pio Cesare,Piedmont
VNPV-1090,Rượu Vang Ý Pio Cesare L’Altro Chardonnay,981.000,"Ý
","13 %
","750 ML
",Chardonnay, Vàng rơm,Rượu Vang Trắng,Pio Cesare,Piedmont
VNPV-5763,Rượu Vang Ý Pio Cesare Mosconi Barolo,4.716.000,"Ý
","14 %
","750 ML
",Nebbiolo,,Rượu Vang Đỏ,Pio Cesare,Piedmont
VNPV-1101,Rượu Vang Ý Pio Cesare Oltre Langhe,991.000,"Ý
","13 %
","750 ML
","Barbera,Nebbiolo",: Đỏ đậm,Rượu Vang Đỏ,Pio Cesare,Piedmont
